Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.7310        -333.0918    -335.8877       2.7959   296.3
1.7315        -333.0936    -335.8246       2.7310   289.4
1.7320        -333.0960    -335.7855       2.6895   285.0
1.7325        -333.0985    -335.7811       2.6826   284.3
1.7330        -333.1006    -335.8089       2.7083   287.0
1.7335        -333.1025    -335.8597       2.7572   292.2
1.7340        -333.1040    -335.9181       2.8141   298.2
1.7345        -333.1050    -335.9648       2.8598   303.1
1.7350        -333.1050    -335.9812       2.8762   304.8
1.7355        -333.1036    -335.9586       2.8550   302.6
1.7360        -333.1007    -335.9036       2.8028   297.0
1.7365        -333.0974    -335.8351       2.7376   290.1
1.7370        -333.0943    -335.7735       2.6792   283.9
1.7375        -333.0917    -335.7295       2.6378   279.5
1.7380        -333.0886    -335.7007       2.6121   276.8
1.7385        -333.0853    -335.6801       2.5948   275.0
1.7390        -333.0808    -335.6596       2.5788   273.3
1.7395        -333.0753    -335.6381       2.5629   271.6
1.7400        -333.0692    -335.6202       2.5510   270.3
1.7405        -333.0619    -335.6125       2.5506   270.3
1.7410        -333.0545    -335.6258       2.5713   272.5
1.7415        -333.0471    -335.6643       2.6172   277.4
1.7420        -333.0401    -335.7192       2.6791   283.9
1.7425        -333.0327    -335.7662       2.7335   289.7
1.7430        -333.0227    -335.7789       2.7562   292.1
1.7435        -333.0100    -335.7557       2.7457   291.0
1.7440        -332.9960    -335.7242       2.7282   289.1
1.7445        -332.9825    -335.7233       2.7409   290.5
1.7450        -332.9707    -335.7757       2.8050   297.3
1.7455        -332.9594    -335.8682       2.9089   308.3
1.7460        -332.9472    -335.9655       3.0183   319.9
1.7465        -332.9325    -336.0346       3.1021   328.8
1.7470        -332.9163    -336.0631       3.1468   333.5
1.7475        -332.8993    -336.0547       3.1555   334.4
1.7480        -332.8822    -336.0236       3.1414   332.9
1.7485        -332.8654    -335.9852       3.1198   330.6
1.7490        -332.8487    -335.9512       3.1025   328.8
1.7495        -332.8320    -335.9308       3.0988   328.4
1.7500        -332.8153    -335.9316       3.1163   330.3
1.7505        -332.7986    -335.9582       3.1596   334.8
1.7510        -332.7819    -336.0106       3.2287   342.2
1.7515        -332.7648    -336.0835       3.3188   351.7
1.7520        -332.7484    -336.1675       3.4192   362.4
1.7525        -332.7320    -336.2409       3.5090   371.9
1.7530        -332.7150    -336.2748       3.5598   377.3
1.7535        -332.6966    -336.2496       3.5530   376.5
1.7540        -332.6772    -336.1734       3.4961   370.5
1.7545        -332.6566    -336.0817       3.4251   363.0
1.7550        -332.6382    -336.0261       3.3878   359.0
1.7555        -332.6226    -336.0370       3.4144   361.8
1.7560        -332.6090    -336.1054       3.4964   370.5
1.7565        -332.5959    -336.1888       3.5929   380.8
1.7570        -332.5806    -336.2390       3.6585   387.7
1.7575        -332.5642    -336.2347       3.6705   389.0
1.7580        -332.5467    -336.1800       3.6333   385.0
1.7585        -332.5305    -336.0993       3.5689   378.2
1.7590        -332.5154    -336.0172       3.5018   371.1
1.7595        -332.5020    -335.9501       3.4481   365.4
1.7600        -332.4895    -335.9011       3.4116   361.6
1.7605        -332.4773    -335.8663       3.3891   359.2
1.7610        -332.4643    -335.8430       3.3787   358.1
1.7615        -332.4518    -335.8389       3.3871   359.0
1.7620        -332.4394    -335.8639       3.4245   362.9
1.7625        -332.4284    -335.9219       3.4935   370.2
1.7630        -332.4189    -335.9991       3.5802   379.4
1.7635        -332.4096    -336.0644       3.6548   387.3
1.7640        -332.3991    -336.0857       3.6866   390.7
1.7645        -332.3876    -336.0509       3.6632   388.2
1.7650        -332.3750    -335.9745       3.5995   381.5
1.7655        -332.3630    -335.8963       3.5333   374.5
1.7660        -332.3532    -335.8551       3.5020   371.1
1.7665        -332.3460    -335.8633       3.5173   372.8
1.7670        -332.3400    -335.8989       3.5589   377.2
1.7675        -332.3336    -335.9233       3.5897   380.4
1.7680        -332.3261    -335.9065       3.5804   379.4
1.7685        -332.3178    -335.8414       3.5236   373.4
1.7690        -332.3100    -335.7392       3.4292   363.4
1.7695        -332.3027    -335.6158       3.3131   351.1
1.7700        -332.2953    -335.4861       3.1908   338.2
1.7705        -332.2880    -335.3691       3.0810   326.5
1.7710        -332.2806    -335.2881       3.0075   318.7
1.7715        -332.2740    -335.2649       2.9908   317.0
1.7720        -332.2687    -335.3065       3.0378   321.9
1.7725        -332.2641    -335.3980       3.1340   332.1
1.7730        -332.2592    -335.5092       3.2500   344.4
1.7735        -332.2534    -335.6068       3.3534   355.4
1.7740        -332.2466    -335.6683       3.4217   362.6
1.7745        -332.2393    -335.6837       3.4444   365.0
1.7750        -332.2315    -335.6554       3.4239   362.9
1.7755        -332.2228    -335.6003       3.3775   357.9
1.7760        -332.2142    -335.5468       3.3325   353.2
1.7765        -332.2070    -335.5239       3.3169   351.5
1.7770        -332.2005    -335.5465       3.3460   354.6
1.7775        -332.1955    -335.6099       3.4144   361.8
1.7780        -332.1912    -335.6893       3.4981   370.7
1.7785        -332.1867    -335.7525       3.5659   377.9
1.7790        -332.1820    -335.7711       3.5891   380.4
1.7795        -332.1765    -335.7267       3.5502   376.2
1.7800        -332.1697    -335.6213       3.4516   365.8
1.7805        -332.1620    -335.4840       3.3221   352.1
1.7810        -332.1552    -335.3610       3.2058   339.7
1.7815        -332.1497    -335.2913       3.1416   332.9
1.7820        -332.1462    -335.2943       3.1481   333.6
1.7825        -332.1438    -335.3594       3.2155   340.8
1.7830        -332.1415    -335.4565       3.3150   351.3
1.7835        -332.1384    -335.5529       3.4145   361.9
1.7840        -332.1344    -335.6267       3.4923   370.1
1.7845        -332.1294    -335.6739       3.5445   375.6
1.7850        -332.1248    -335.7066       3.5818   379.6
1.7855        -332.1211    -335.7396       3.6185   383.5
1.7860        -332.1186    -335.7785       3.6599   387.9
1.7865        -332.1174    -335.8148       3.6973   391.8
1.7870        -332.1163    -335.8299       3.7136   393.6
1.7875        -332.1146    -335.8122       3.6976   391.9
1.7880        -332.1122    -335.7667       3.6545   387.3
1.7885        -332.1104    -335.7145       3.6041   382.0
1.7890        -332.1098    -335.6771       3.5673   378.1
1.7895        -332.1110    -335.6626       3.5517   376.4
1.7900        -332.1134    -335.6591       3.5458   375.8
1.7905        -332.1152    -335.6453       3.5301   374.1
1.7910        -332.1164    -335.6112       3.4948   370.4
1.7915        -332.1168    -335.5646       3.4479   365.4
1.7920        -332.1181    -335.5257       3.4075   361.1
1.7925        -332.1203    -335.5092       3.3889   359.1
1.7930        -332.1237    -335.5196       3.3959   359.9
1.7935        -332.1273    -335.5485       3.4213   362.6
1.7940        -332.1313    -335.5845       3.4531   366.0
1.7945        -332.1352    -335.6169       3.4817   369.0
1.7950        -332.1382    -335.6438       3.5057   371.5
1.7955        -332.1410    -335.6777       3.5367   374.8
1.7960        -332.1448    -335.7371       3.5923   380.7
1.7965        -332.1506    -335.8321       3.6815   390.2
1.7970        -332.1592    -335.9486       3.7894   401.6
1.7975        -332.1687    -336.0457       3.8771   410.9
1.7980        -332.1773    -336.0830       3.9057   413.9
1.7985        -332.1852    -336.0431       3.8579   408.8
1.7990        -332.1921    -335.9356       3.7435   396.7
1.7995        -332.1993    -335.7930       3.5937   380.8
1.8000        -332.2070    -335.6510       3.4439   365.0
1.8005        -332.2161    -335.5358       3.3196   351.8
1.8010        -332.2256    -335.4563       3.2307   342.4
1.8015        -332.2354    -335.4082       3.1728   336.2
1.8020        -332.2449    -335.3809       3.1361   332.4
1.8025        -332.2534    -335.3682       3.1148   330.1
1.8030        -332.2617    -335.3721       3.1105   329.6
1.8035        -332.2700    -335.3973       3.1273   331.4
1.8040        -332.2792    -335.4431       3.1639   335.3
1.8045        -332.2887    -335.4972       3.2085   340.0
1.8050        -332.2990    -335.5385       3.2396   343.3
1.8055        -332.3075    -335.5437       3.2363   343.0
1.8060        -332.3141    -335.5133       3.1992   339.0
1.8065        -332.3197    -335.4740       3.1543   334.3
1.8070        -332.3264    -335.4617       3.1353   332.3
1.8075        -332.3345    -335.4931       3.1585   334.7
1.8080        -332.3440    -335.5560       3.2121   340.4
1.8085        -332.3535    -335.6202       3.2667   346.2
1.8090        -332.3625    -335.6546       3.2921   348.9
1.8095        -332.3706    -335.6373       3.2668   346.2
1.8100        -332.3771    -335.5636       3.1865   337.7
1.8105        -332.3831    -335.4481       3.0651   324.8
1.8110        -332.3881    -335.3159       2.9278   310.3
1.8115        -332.3926    -335.1964       2.8038   297.1
1.8120        -332.3972    -335.1143       2.7170   287.9
1.8125        -332.4011    -335.0874       2.6863   284.7
1.8130        -332.4055    -335.1291       2.7236   288.6
1.8135        -332.4105    -335.2382       2.8277   299.7
1.8140        -332.4164    -335.3978       2.9814   316.0
1.8145        -332.4227    -335.5778       3.1551   334.4
1.8150        -332.4281    -335.7431       3.3150   351.3
1.8155        -332.4329    -335.8684       3.4356   364.1
1.8160        -332.4369    -335.9409       3.5040   371.3
1.8165        -332.4398    -335.9667       3.5269   373.8
1.8170        -332.4431    -335.9710       3.5279   373.9
1.8175        -332.4470    -335.9821       3.5351   374.6
1.8180        -332.4530    -336.0188       3.5658   377.9
1.8185        -332.4610    -336.0743       3.6132   382.9
1.8190        -332.4696    -336.1209       3.6513   387.0
1.8195        -332.4778    -336.1293       3.6514   387.0
1.8200        -332.4854    -336.0798       3.5944   380.9
1.8205        -332.4923    -335.9705       3.4782   368.6
1.8210        -332.4982    -335.8189       3.3207   351.9
1.8215        -332.5039    -335.6547       3.1509   333.9
1.8220        -332.5094    -335.5098       3.0003   318.0
1.8225        -332.5152    -335.4105       2.8953   306.8
1.8230        -332.5215    -335.3706       2.8491   301.9
1.8235        -332.5277    -335.3892       2.8615   303.2
1.8240        -332.5341    -335.4558       2.9217   309.6
1.8245        -332.5405    -335.5535       3.0130   319.3
1.8250        -332.5464    -335.6630       3.1166   330.3
1.8255        -332.5526    -335.7674       3.2148   340.7
1.8260        -332.5587    -335.8485       3.2898   348.6
1.8265        -332.5640    -335.8935       3.3296   352.9
1.8270        -332.5685    -335.9030       3.3344   353.4
1.8275        -332.5726    -335.8889       3.3163   351.5
1.8280        -332.5768    -335.8707       3.2939   349.1
1.8285        -332.5823    -335.8634       3.2811   347.7
1.8290        -332.5881    -335.8651       3.2771   347.3
1.8295        -332.5939    -335.8649       3.2710   346.6
1.8300        -332.5992    -335.8519       3.2527   344.7
1.8305        -332.6040    -335.8230       3.2190   341.1
1.8310        -332.6087    -335.7826       3.1739   336.4
1.8315        -332.6136    -335.7339       3.1203   330.7
1.8320        -332.6183    -335.6769       3.0586   324.1
1.8325        -332.6223    -335.6136       2.9914   317.0
1.8330        -332.6255    -335.5507       2.9252   310.0
1.8335        -332.6282    -335.4987       2.8705   304.2
1.8340        -332.6307    -335.4702       2.8394   300.9
1.8345        -332.6337    -335.4717       2.8380   300.8
1.8350        -332.6363    -335.4996       2.8633   303.4
1.8355        -332.6388    -335.5462       2.9074   308.1
1.8360        -332.6412    -335.5997       2.9585   313.5
1.8365        -332.6428    -335.6475       3.0047   318.4
1.8370        -332.6439    -335.6830       3.0391   322.1
1.8375        -332.6443    -335.7051       3.0607   324.4
1.8380        -332.6447    -335.7189       3.0742   325.8
1.8385        -332.6453    -335.7283       3.0829   326.7
1.8390        -332.6465    -335.7285       3.0821   326.6
1.8395        -332.6470    -335.7069       3.0600   324.3
1.8400        -332.6460    -335.6531       3.0071   318.7
1.8405        -332.6431    -335.5747       2.9316   310.7
1.8410        -332.6402    -335.5002       2.8601   303.1
1.8415        -332.6379    -335.4557       2.8178   298.6
1.8420        -332.6364    -335.4502       2.8138   298.2
1.8425        -332.6349    -335.4738       2.8388   300.9
1.8430        -332.6331    -335.5066       2.8735   304.5
1.8435        -332.6300    -335.5308       2.9008   307.4
1.8440        -332.6258    -335.5390       2.9132   308.7
1.8445        -332.6214    -335.5325       2.9110   308.5
1.8450        -332.6163    -335.5159       2.8997   307.3
1.8455        -332.6111    -335.4978       2.8866   305.9
1.8460        -332.6055    -335.4837       2.8783   305.0
1.8465        -332.5995    -335.4792       2.8797   305.2
1.8470        -332.5934    -335.4866       2.8932   306.6
1.8475        -332.5867    -335.5073       2.9207   309.5
1.8480        -332.5798    -335.5436       2.9638   314.1
1.8485        -332.5731    -335.5925       3.0193   320.0
1.8490        -332.5668    -335.6414       3.0746   325.8
1.8495        -332.5599    -335.6680       3.1082   329.4
1.8500        -332.5520    -335.6528       3.1007   328.6
